종목코드,주식명,market
148150,세경하이테크,KQ
32680,소프트센,KQ
357880,스카이월드와이드,KQ
352090,스톰테크,KQ
25320,시노펙스,KQ
56090,시지메드텍,KQ
215600,신라젠,KQ
416180,신성에스티,KQ
12790,신일제약,KQ
37760,쎄니트,KQ
394800,쓰리빌리언,KQ
297090,씨에스베어링,KQ
101240,씨큐브,KQ
149950,아바텍,KQ
50860,아세아텍,KQ
143160,아이디스,KQ
214430,아이쓰리시스템,KQ
368600,아이씨에이치,KQ
456010,아이씨티케이,KQ
101390,아이엠,KQ
114840,아이패밀리에스씨,KQ
13310,아진산업,KQ
260660,알리코제약,KQ
140670,알에스오토메이션,KQ
314140,알피바이오,KQ
293780,압타바이오,KQ
179530,애드바이오텍,KQ
129890,앱코,KQ
102120,어보브반도체,KQ
19990,에너토크,KQ
103230,에스앤더블류,KQ
60540,에스에이티,KQ
398120,에스지헬스케어,KQ
98660,에스티오,KQ
52020,에스티큐브,KQ
50760,에스폴리텍,KQ
58610,에스피지,KQ
43340,에쎈테크,KQ
298380,에이비엘바이오,KQ
195990,에이비프로바이오,KQ
3800,에이스침대,KQ
312610,에이에프더블류,KQ
172670,에이엘티,KQ
355690,에이텀,KQ
128540,에코캡,KQ
373110,엑셀세라퓨틱스,KQ
354200,엔젠바이오,KQ
419080,엔젯,KQ
227950,엔투텍,KQ
179290,엠아이텍,KQ
265560,영화테크,KQ
14940,오리엔탈정공,KQ
417860,오브젠,KQ
52300,오션인더블유,KQ
440320,오픈놀,KQ
394280,오픈엣지테크놀로지,KQ
122990,와이솔,KQ
79000,와토스코리아,KQ
403490,우듬지팜,KQ
73560,우리손에프앤지,KQ
153490,우리이앤엘,KQ
376980,원티드랩,KQ
101160,월덱스,KQ
335870,윙스풋,KQ
389680,유디엠텍,KQ
24800,유성티엔에스,KQ
449020,유안타제13호스팩,KQ
388720,유일로보틱스,KQ
23410,유진기업,KQ
191410,육일씨엔에쓰,KQ
44960,이글벳,KQ
452400,이닉스,KQ
41520,이엘씨,KQ
63760,이엘피,KQ
277410,인산가,KQ
465480,인스피언,KQ
49630,재영솔루텍,KQ
361390,제노코,KQ
159580,제로투세븐,KQ
79370,제우스,KQ
26040,제이에스티나,KQ
322510,제이엘케이,KQ
216080,제테마,KQ
389030,지니너스,KQ
382480,지아이텍,KQ
311320,지오엘리먼트,KQ
388050,지투파워,KQ
18120,진로발효,KQ
86060,진바이오텍,KQ
36890,진성티이씨,KQ
85660,차바이오텍,KQ
261780,차백신연구소,KQ
192250,케이사인,KQ
102370,케이옥션,KQ
89010,켐트로닉스,KQ
123410,코리아에프티,KQ
241710,코스메카코리아,KQ
29960,코엔텍,KQ
33290,코웰패션,KQ
121850,코이즈,KQ
317690,퀀타매트릭스,KQ
365270,큐라클,KQ
40350,크레오에스지,KQ
64520,테크엘,KQ
108230,톱텍,KQ
199800,툴젠,KQ
43220,티에스넥스젠,KQ
277880,티에스아이,KQ
104480,티케이케미칼,KQ
440110,파두,KQ
388870,파로스아이바이오,KQ
214450,파마리서치,KQ
37070,파세코,KQ
37030,파워넷,KQ
38950,파인디지털,KQ
225590,패션플랫폼,KQ
263750,펄어비스,KQ
105760,포스뱅크,KQ
371950,풍원정밀,KQ
220100,퓨쳐켐,KQ
51380,피씨디렉트,KQ
237750,피앤씨테크,KQ
319660,피에스케이,KQ
257370,피엔티엠에스,KQ
469900,하나31호스팩,KQ
475250,하나33호스팩,KQ
299030,하나기술,KQ
67310,하나마이크론,KQ
65650,하이퍼코퍼레이션,KQ
39340,한국경제TV,KQ
17890,한국알콜,KQ
256150,한독크린텍,KQ
452190,한빛레이저,KQ
430690,한싹,KQ
45100,한양이엔지,KQ
198940,한주라이트메탈,KQ
457370,한켐,KQ
2680,한탑,KQ
48410,현대바이오,KQ
41440,현대에버다임,KQ
138360,협진,KQ
11080,형지I&C,KQ
64240,홈캐스트,KQ
61250,화일약품,KQ
353190,휴럼,KQ
54620,APS,KQ
65770,CS,KQ
83660,CSA 코스믹,KQ
214270,FSN,KQ
83450,GST,KQ
78150,HB테크놀러지,KQ
95340,ISC,KQ
46440,KG모빌리언스,KQ
60720,KH바텍,KQ
52900,KX하이텍,KQ
225190,LK삼양,KQ
950110,SBI핀테크솔루션즈,KQ
36540,SFA반도체,KQ
63440,SM Life Design,KQ
67160,SOOP,KQ
29480,광무,KQ
405920,나라셀라,KQ
253590,네오셈,KQ
212560,네오오토,KQ
153460,네이블,KQ
217270,넵튠,KQ
234690,녹십자웰빙,KQ
69140,누리플랜,KQ
40160,누리플렉스,KQ
12340,뉴인텍,KQ
39560,다산네트웍스,KQ
290670,대보마그네틱,KQ
478780,대신밸런스제18호스팩,KQ
108380,대양전기공업,KQ
131220,대한과학,KQ
10170,대한광통신,KQ
393890,더블유씨피,KQ
317330,덕산테코피아,KQ
373160,데이원컴퍼니,KQ
79960,동양이엔피,KQ
5290,동진쎄미켐,KQ
131970,두산테스나,KQ
477760,디비금융스팩12호,KQ
105740,디케이락,KQ
66670,디티씨,KQ
383930,디티앤씨알오,KQ
108490,로보티즈,KQ
193250,링크드,KQ
439090,마녀공장,KQ
377480,마음AI,KQ
93520,매커스,KQ
446540,메가터치,KQ
95500,미래나노텍,KQ
478440,미래에셋비전스팩6호,KQ
206640,바디텍메드,KQ
251120,바이오에프디엔씨,KQ
99430,바이오플러스,KQ
438700,버넥트,KQ
19010,베뉴지,KQ
177350,베셀,KQ
406820,뷰티스킨,KQ
99390,브레인즈컴퍼니,KQ
288330,브릿지바이오,KQ
251630,브이원텍,KQ
86670,비엠티,KQ
148780,비큐AI,KQ
93190,빅솔론,KQ
44480,빌리언스,KQ
69540,빛과전자,KQ
72950,빛샘전자,KQ
9620,삼보산업,KQ
9300,삼아제약,KQ
452670,상상인제4호스팩,KQ
91580,상신이디피,KQ
42600,새로닉스,KQ
294630,서남,KQ
46890,서울반도체,KQ
86710,선진뷰티사이언스,KQ
15750,성우하이텍,KQ
365340,성일하이텍,KQ
17510,세명전기,KQ
36630,세종텔레콤,KQ
424960,스마트레이더시스템,KQ
115570,스타플렉스,KQ
408900,스튜디오미르,KQ
290520,신도기연,KQ
65350,신성델타테크,KQ
487830,신한제15호스팩,KQ
187270,신화콘텍,KQ
257720,실리콘투,KQ
356890,싸이버원,KQ
88280,쏘닉스,KQ
458870,씨어스테크놀로지,KQ
115530,씨엔플러스,KQ
67390,아스트,KQ
154030,아시아종묘,KQ
227610,아우딘퓨쳐스,KQ
54800,아이디스홀딩스,KQ
289010,아이스크림에듀,KQ
1540,안국약품,KQ
361570,알비더블유,KQ
347860,알체라,KQ
123750,알톤,KQ
85810,알티캐스트,KQ
238090,앤디포스,KQ
298060,에스씨엠생명과학,KQ
260970,에스앤디,KQ
464080,에스오에스랩,KQ
96630,에스코넥,KQ
69510,에스텍,KQ
477340,에이치엠씨제7호스팩,KQ
376270,에이치이엠파마,KQ
44780,에이치케이,KQ
357230,에이치피오,KQ
21080,에이티넘인베스트,KQ
230240,에치에프알,KQ
950130,엑세스바이오,KQ
205100,엑셈,KQ
317870,엔바이오니아,KQ
333620,엔시스,KQ
265740,엔에프씨,KQ
183490,엔지켐생명과학,KQ
58630,엠게임,KQ
58970,엠로,KQ
123040,엠에스오토텍,KQ
413390,엠오티,KQ
143540,영우디에스피,KQ
36000,예림당,KQ
53280,예스24,KQ
900300,오가닉티코스메틱,KQ
322310,오로스테크놀로지,KQ
65500,오리엔트정공,KQ
353590,오토앤,KQ
7530,와이엠,KQ
66590,우수AMS,KQ
18620,우진비앤지,KQ
104830,원익머트리얼즈,KQ
8290,원풍물산,KQ
95270,웨이브일렉트로,KQ
289930,웨이비스,KQ
348350,위드텍,KQ
112040,위메이드,KQ
36200,유니셈,KQ
11320,유니크,KQ
86390,유니테스트,KQ
241690,유니테크노,KQ
88340,유라클,KQ
48430,유라테크,KQ
89850,유비벨록스,KQ
84370,유진테크,KQ
67920,이글루,KQ
296640,이노룰스,KQ
73490,이노와이어리스,KQ
86890,이수앱지스,KQ
67010,이씨에스,KQ
83470,이엠앤아이,KQ
83640,인콘,KQ
64290,인텍플러스,KQ
101930,인화정공,KQ
389020,자람테크놀로지,KQ
110020,전진바이오팜,KQ
123330,제닉,KQ
147830,제룡산업,KQ
33100,제룡전기,KQ
204270,제이앤티씨,KQ
229000,젠큐릭스,KQ
362320,청담글로벌,KQ
16920,카스,KQ
451760,컨텍,KQ
79190,케스피온,KQ
431190,케이쓰리아이,KQ
93640,케이알엠,KQ
105330,케이엔더블유,KQ
199430,케이엔알시스템,KQ
432470,케이엔에스,KQ
256940,케이피에스,KQ
52400,코나아이,KQ
402030,코난테크놀로지,KQ
104540,코렌텍,KQ
190650,코리아에셋투자증권,KQ
49430,코메론,KQ
45970,코아시아,KQ
448710,코츠테크놀로지,KQ
355390,크라우드웍스,KQ
54780,키이스트,KQ
23160,태광,KQ
44490,태웅,KQ
66700,테라젠이텍스,KQ
89030,테크윙,KQ
33830,티비씨,KQ
57680,티사이언티픽,KQ
64760,티씨케이,KQ
425420,티에프이,KQ
321550,티움바이오,KQ
81150,티플랙스,KQ
256630,포인트엔지니어링,KQ
39980,폴라리스AI,KQ
234100,폴라리스세원,KQ
290720,푸드나무,KQ
335810,프리시젼바이오,KQ
452450,피아이이,KQ
147760,피엠티,KQ
376180,피코그램,KQ
87600,픽셀플러스,KQ
378340,필에너지,KQ
365590,하이딥,KQ
66130,하츠,KQ
4590,한국가구,KQ
222980,한국맥널티,KQ
256840,한국비엔씨,KQ
32300,한국파마,KQ
452280,한선엔지니어링,KQ
5860,한일사료,KQ
59270,해성에어로보틱스,KQ
39610,화성밸브,KQ
290270,휴네시온,KQ
290120,DH오토리드,KQ
195940,HK이노엔,KQ
278650,HLB바이오스텝,KQ
36640,HRS,KQ
950170,JTC,KQ
35900,JYP Ent.,KQ
318000,KBG,KQ
60370,LS마린솔루션,KQ
160550,NEW,KQ
53290,NE능률,KQ
419530,SAMG엔터,KQ
246960,SCL사이언스,KQ
255220,SG,KQ
40610,SG&G,KQ
457940,SK증권제10호스팩,KQ
472230,SK증권제11호스팩,KQ
289080,SV인베스트먼트,KQ
22220,TKG애강,KQ
399720,가온칩스,KQ
98460,고영,KQ
121440,골프존뉴딘홀딩스,KQ
186230,그린플러스,KQ
49080,기가레인,KQ
950220,네오이뮨텍,KQ
92730,네오팜,KQ
7390,네이처셀,KQ
33640,네패스,KQ
270870,뉴트리,KQ
68240,다원시스,KQ
464580,닷밀,KQ
78140,대봉엘에스,KQ
104040,대성파인텍,KQ
482690,대신밸런스제19호스팩,KQ
32860,더라미,KQ
90410,덕신이피씨,KQ
263800,데이타솔루션,KQ
100130,동국S&C,KQ
30350,드래곤플라이,KQ
187870,디바이스이엔지,KQ
263690,디알젬,KQ
104460,디와이피엔에프,KQ
79810,디이엔티,KQ
43360,디지아이,KQ
42510,라온시큐어,KQ
141080,리가켐바이오,KQ
377450,리파인,KQ
305090,마이크로디지탈,KQ
5990,매일홀딩스,KQ
21880,메이슨캐피탈,KQ
58110,멕아이씨에스,KQ
288980,모아데이타,KQ
482680,미래에셋비전스팩7호,KQ
207760,미스터블루,KQ
214610,미코바이오메드,KQ
35620,바른손이앤에이,KQ
301300,바이브컴퍼니,KQ
64550,바이오니아,KQ
86040,바이오톡스텍,KQ
267790,배럴,KQ
331520,밸로프,KQ
199480,뱅크웨어글로벌,KQ
206400,베노티앤알,KQ
8470,부스타,KQ
478560,블랙야크아이앤씨,KQ
146320,비씨엔씨,KQ
83650,비에이치아이,KQ
473370,비엔케이제2호스팩,KQ
143240,사람인,KQ
439250,삼성스팩7호,KQ
252990,샘씨엔에스,KQ
378800,샤페론,KQ
79650,서산,KQ
35890,서희건설,KQ
67370,선바이오,KQ
37350,성도이엔지,KQ
81580,성우전자,KQ
308430,셀비온,KQ
950200,소마젠,KQ
304100,솔트룩스,KQ
99440,스맥,KQ
415380,스튜디오삼익,KQ
162300,신스틸,KQ
290560,신시웨이,KQ
17000,신원종합개발,KQ
138070,신진에스엠,KQ
56700,신화인터텍,KQ
222800,심텍,KQ
217330,싸이토젠,KQ
222420,쎄노텍,KQ
264660,씨앤지하이테크,KQ
352700,씨앤투스,KQ
189330,씨이랩,KQ
123860,아나패스,KQ
92040,아미코젠,KQ
99190,아이센스,KQ
40910,아이씨디,KQ
185490,아이진,KQ
262840,아이퀘스트,KQ
175250,아이큐어,KQ
52770,아이톡시,KQ
321820,아티스트유나이티드,KQ
53800,안랩,KQ
310200,애니플러스,KQ
900100,애머릿지,KQ
290740,액트로,KQ
174900,앱클론,KQ
255440,야스,KQ
475660,에스켐,KQ
200710,에이디테크놀로지,KQ
239610,에이치엘사이언스,KQ
148930,에이치와이티씨,KQ
36810,에프에스티,KQ
92870,엑시콘,KQ
69410,엔텔스,KQ
37950,엘컴텍,KQ
170920,엘티씨,KQ
46120,오르비텍,KQ
10470,오리콤,KQ
173130,오파스넷,KQ
309930,오하임앤컴퍼니,KQ
476060,온코닉테라퓨틱스,KQ
131030,옵투스제약,KQ
82210,옵트론텍,KQ
380540,옵티코어,KQ
232140,와이씨,KQ
155650,와이엠씨,KQ
46970,우리로,KQ
72470,우리산업홀딩스,KQ
101170,우림피티에스,KQ
215380,우정바이오,KQ
74600,원익QnC,KQ
43590,웰킵스하이텍,KQ
69080,웹젠,KQ
330350,위더스제약,KQ
123420,위메이드플레이,KQ
192390,윈하이텍,KQ
473050,유안타제15호스팩,KQ
263770,유에스티,KQ
146060,율촌,KQ
39020,이건홀딩스,KQ
302430,이노메트리,KQ
274400,이노시뮬레이션,KQ
215790,이노인스트루먼트,KQ
264850,이랜시스,KQ
115610,이미지스,KQ
351330,이삭엔지니어링,KQ
102710,이엔에프테크놀로지,KQ
39030,이오테크닉스,KQ
353810,이지바이오,KQ
35810,이지홀딩스,KQ
389470,인벤티지랩,KQ
450520,인스웨이브시스템즈,KQ
100030,인지소프트,KQ
64090,인크레더블버즈,KQ
216050,인크로스,KQ
178780,일월지엠엘,KQ
45510,정원엔시스,KQ
225220,제놀루션,KQ
90470,제이스텍,KQ
412540,제일엠앤에스,KQ
363250,진시스템,KQ
313760,캐리,KQ
307930,컴퍼니케이,KQ
214370,케어젠,KQ
115500,케이씨에스,KQ
272110,케이엔제이,KQ
42040,케이피엠테크,KQ
54410,케이피티유,KQ
220260,켐트로스,KQ
166480,코아스템켐온,KQ
196450,코아시아씨엠,KQ
200130,콜마비앤에이치,KQ
294570,쿠콘,KQ
445680,큐리옥스바이오시스템즈,KQ
110790,크리스에프앤씨,KQ
45520,크린앤사이언스,KQ
214150,클래시스,KQ
466100,클로봇,KQ
237880,클리오,KQ
219130,타이거일렉,KQ
393210,토마토시스템,KQ
215480,토박스코리아,KQ
246710,티앤알바이오팹,KQ
425040,티이엠씨,KQ
368770,파이버프로,KQ
170790,파이오링크,KQ
49120,파인디앤씨,KQ
318010,팜스빌,KQ
27710,팜스토리,KQ
389140,포바이포,KQ
318020,포인트모바일,KQ
93380,풍강,KQ
370090,퓨런티어,KQ
35200,프럼파스트,KQ
334970,프레스티지바이오로직스,KQ
75130,플랜티넷,KQ
31980,피에스케이홀딩스,KQ
2230,피에스텍,KQ
101670,하이드로리튬,KQ
41460,한국전자인증,KQ
479880,한국제15호스팩,KQ
47080,한빛소프트,KQ
91440,한울소재과학,KQ
107640,한중엔시에스,KQ
460930,현대힘스,KQ
60560,홈센타홀딩스,KQ
126640,화신정공,KQ
97870,효성오앤비,KQ
24060,흥구석유,KQ
10240,흥국,KQ
60310,3S,KQ
265520,AP시스템,KQ
56730,CNT85,KQ
456440,DB금융스팩11호,KQ
25440,DH오토웨어,KQ
50120,ES큐브,KQ
47920,HLB제약,KQ
67290,JW신약,KQ
455250,KB제25호스팩,KQ
486630,KB제30호스팩,KQ
61970,LB세미콘,KQ
327260,RF머트리얼즈,KQ
91340,S&K폴리텍,KQ
99220,SDN,KQ
184230,SGA솔루션즈,KQ
473950,SK증권제13호스팩,KQ
89230,THE E&M,KQ
48770,TPC,KQ
246690,TS인베스트먼트,KQ
94480,갤럭시아머니트리,KQ
348150,고바이오랩,KQ
66620,국보디자인,KQ
6050,국영지앤엠,KQ
307750,국전약품,KQ
402490,그린리소스,KQ
89600,나스미디어,KQ
130580,나이스디앤비,KQ
111710,남화산업,KQ
42420,네오위즈홀딩스,KQ
85910,네오티스,KQ
306620,네온테크,KQ
389650,넥스트바이오메디컬,KQ
104620,노랑풍선,KQ
60260,뉴보텍,KQ
4780,대륙제관,KQ
140520,대창스틸,KQ
21040,대호특수강,KQ
77360,덕산하이메탈,KQ
194480,데브시스터즈,KQ
67990,도이치모터스,KQ
75970,동국알앤에스,KQ
86450,동국제약,KQ
94170,동운아나텍,KQ
25900,동화기업,KQ
109740,디에스케이,KQ
127120,디엔에이링크,KQ
290550,디케이티,KQ
317120,라닉스,KQ
171120,라이온켐텍,KQ
347700,라이프시맨틱스,KQ
294140,레몬,KQ
228670,레이,KQ
228850,레이언스,KQ
281740,레이크머티리얼즈,KQ
73570,리튬포어스,KQ
98120,마이크로컨텍솔,KQ
424980,마이크로투나노,KQ
442900,미래에셋드림스팩1호,KQ
49950,미래컴퍼니,KQ
418470,밀리의서재,KQ
32980,바이온,KQ
250000,보라티알,KQ
100120,뷰웍스,KQ
18290,브이티,KQ
33560,블루콤,KQ
369370,블리츠웨이스튜디오,KQ
413640,비아이매트릭스,KQ
82920,비츠로셀,KQ
452430,사피엔반도체,KQ
419120,산돌,KQ
23600,삼보판지,KQ
32750,삼진,KQ
54090,삼진엘앤디,KQ
437730,삼현,KQ
42940,상지건설,KQ
411080,샌즈랩,KQ
100660,서암기계공업,KQ
18680,서울제약,KQ
93920,서원인텍,KQ
178320,서진시스템,KQ
122690,서진오토모티브,KQ
43260,성호전자,KQ
208370,셀바스헬스케어,KQ
60230,소니드,KQ
357780,솔브레인,KQ
236200,슈프리마,KQ
276040,스코넥,KQ
49830,승일,KQ
376290,씨유테크,KQ
413630,씨피시스템,KQ
25980,아난티,KQ
83930,아바코,KQ
136410,아셈스,KQ
339950,아이비김영,KQ
460470,아이빔테크놀로지,KQ
464500,아이언디바이스,KQ
212710,아이에스티이,KQ
38880,아이에이,KQ
124500,아이티센,KQ
158430,아톤,KQ
61040,알에프텍,KQ
52790,액토즈소프트,KQ
65420,에스아이리소스,KQ
101490,에스앤에스텍,KQ
306040,에스제이그룹,KQ
475580,에이럭스,KQ
295310,에이치브이엠,KQ
71670,에이테크솔루션,KQ
224110,에이텍모빌리티,KQ
38870,에코바이오,KQ
448280,에코아이,KQ
437780,엔에이치스팩24호,KQ
439410,엔에이치스팩26호,KQ
451700,엔에이치스팩29호,KQ
198080,엔피디,KQ
105550,엣지파운드리,KQ
45060,오공,KQ
52420,오성첨단소재,KQ
49480,오픈베이스,KQ
109080,옵티시스,KQ
432430,와이랩,KQ
41190,우리기술투자,KQ
115440,우리넷,KQ
215360,우리산업,KQ
32940,원익,KQ
65370,위세아이텍,KQ
299900,위지윅스튜디오,KQ
900340,윙입푸드,KQ
142210,유니트론텍,KQ
206650,유바이오로직스,KQ
264450,유비쿼스,KQ
340930,유일에너테크,KQ
272290,이녹스첨단소재,KQ
53350,이니텍,KQ
65440,이루온,KQ
80010,이상네트웍스,KQ
47560,이스트소프트,KQ
41830,인바디,KQ
189300,인텔리안테크,KQ
48530,인트론바이오,KQ
68330,일신바이오,KQ
950140,잉글우드랩,KQ
43910,자연과환경,KQ
234920,자이글,KQ
122310,제노레이,KQ
381620,제닉스,KQ
137950,제이씨케미칼,KQ
33320,제이씨현시스템,KQ
418550,제이오,KQ
72020,중앙백신,KQ
228760,지노믹트리,KQ
94850,참좋은여행,KQ
94360,칩스앤미디어,KQ
50110,캠시스,KQ
78340,컴투스,KQ
38530,케이바이오,KQ
384470,코어라인소프트,KQ
102940,코오롱생명과학,KQ
950160,코오롱티슈진,KQ
15710,코콤,KQ
348080,큐라티스,KQ
372320,큐로셀,KQ
66310,큐에스아이,KQ
139670,키네마스터,KQ
360070,탑머티리얼,KQ
322180,티라유텍,KQ
204610,티쓰리,KQ
84730,팅크웨어,KQ
54300,팬스타엔터프라이즈,KQ
271830,팸텍,KQ
5670,푸드웰,KQ
94940,푸른기술,KQ
53610,프로텍,KQ
405000,플라즈맵,KQ
19570,플루토스,KQ
300080,플리토,KQ
347740,피엔케이피부임상연구센타,KQ
6140,피제이전자,KQ
291810,핀텔,KQ
484130,하나34호스팩,KQ
13030,하이록코리아,KQ
126700,하이비젼시스템,KQ
106080,하이소닉,KQ
106190,하이텍팜,KQ
101680,한국정밀기계,KQ
37230,한국팩키지,KQ
92460,한라IMS,KQ
66980,한성크린텍,KQ
78350,한양디지텍,KQ
54920,한컴위드,KQ
34810,해성산업,KQ
220180,핸디소프트,KQ
214180,헥토이노베이션,KQ
187660,현대ADM,KQ
39010,현대에이치티,KQ
90850,현대이지웰,KQ
238490,힘스,KQ
13720,CBI,KQ
311690,CJ 바이오사이언스,KQ
60900,DGP,KQ
67630,HLB생명과학,KQ
115450,HLB테라퓨틱스,KQ
24120,KB오토시스,KQ
122450,KX,KQ
309960,LB인베스트먼트,KQ
78020,LS증권,KQ
104200,NHN벅스,KQ
198440,강동씨앤엘,KQ
114190,강원에너지,KQ
24910,경창산업,KQ
950190,고스트스튜디오,KQ
366030,공구우먼,KQ
60480,국일신동,KQ
204020,그리티,KQ
114450,그린생명과학,KQ
204620,글로벌텍스프리,KQ
53260,금강철강,KQ
286750,나노브릭,KQ
121600,나노신소재,KQ
51490,나라엠앤디,KQ
190510,나무가,KQ
267320,나인테크,KQ
91590,남화토건,KQ
330860,네패스아크,KQ
89140,넥스턴바이오,KQ
348210,넥스틴,KQ
225570,넥슨게임즈,KQ
340360,다보링크,KQ
7720,대명소노시즌,KQ
27830,대성창투,KQ
457390,대신밸런스제15호스팩,KQ
120240,대정화금,KQ
5160,동국산업,KQ
99410,동방선기,KQ
41930,동아화성,KQ
362990,드림인사이트,KQ
489730,디비금융제13호스팩,KQ
263720,디앤씨미디어,KQ
31860,디에이치엑스컴퍼니,KQ
310870,디와이씨,KQ
214260,라파스,KQ
38390,레드캡투어,KQ
443250,레뷰코퍼레이션,KQ
328130,루닛,KQ
38060,루멘스,KQ
474170,루미르,KQ
58470,리노공업,KQ
12700,리드코프,KQ
277070,린드먼아시아,KQ
195500,마니커에프앤지,KQ
67280,멀티캠퍼스,KQ
215200,메가스터디교육,KQ
14100,메디앙스,KQ
78160,메디포스트,KQ
140410,메지온,KQ
417970,모델솔루션,KQ
348030,모비릭스,KQ
33200,모아텍,KQ
333050,모코엠시스,KQ
100790,미래에셋벤처투자,KQ
201490,미투온,KQ
452200,민테크,KQ
38460,바이오스마트,KQ
382900,범한퓨얼셀,KQ
89970,브이엠,KQ
318410,비비씨,KQ
200780,비씨월드제약,KQ
466410,사이냅소프트,KQ
18310,삼목에스폼,KQ
263810,상신전자,KQ
11370,서한,KQ
45300,성우테크론,KQ
67770,세진티에스,KQ
53450,세코닉스,KQ
299660,셀리드,KQ
35610,솔본,KQ
328380,솔트웨어,KQ
86980,쇼박스,KQ
253450,스튜디오드래곤,KQ
20710,시공테크,KQ
452980,신한제11호스팩,KQ
50890,쏠리드,KQ
475400,씨메스,KQ
66790,씨씨에스,KQ
340810,씨유박스,KQ
461300,아이스크림미디어,KQ
462980,아이지넷,KQ
119830,아이텍,KQ
10280,아이티센엔텍,KQ
372800,아이티아이즈,KQ
84850,아이티엠반도체,KQ
27360,아주IB투자,KQ
32080,아즈텍WB,KQ
59120,아진엑스텍,KQ
65660,안트로젠,KQ
42110,에스씨디,KQ
31330,에스에이엠티,KQ
246250,에스엘에스바이오,KQ
41510,에스엠,KQ
7820,에스엠코어,KQ
365330,에스와이스틸텍,KQ
234300,에스트래픽,KQ
39440,에스티아이,KQ
96690,에이루트,KQ
203400,에이비온,KQ
241840,에이스토리,KQ
44990,에이치엔에스하이텍,KQ
97780,에코볼트,KQ
247540,에코프로비엠,KQ
383310,에코프로에이치엔,KQ
73540,에프알텍,KQ
54940,엑사이엔씨,KQ
69920,엑시온그룹,KQ
466910,엔에이치스팩30호,KQ
455900,엔젤로보틱스,KQ
291230,엔피,KQ
48830,엔피케이,KQ
96870,엘디티,KQ
156100,엘앤케이바이오,KQ
32790,엠젠솔루션,KQ
347890,엠투아이,KQ
60850,영림원소프트랩,KQ
36560,영풍정밀,KQ
250930,예선테크,KQ
80520,오디텍,KQ
31510,오스템,KQ
138080,오이솔루션,KQ
67170,오텍,KQ
96250,와이즈넛,KQ
273060,와이즈버즈,KQ
19210,와이지-원,KQ
32820,우리기술,KQ
37400,우리엔터프라이즈,KQ
65680,우주일렉트로,KQ
307280,원바이오젠,KQ
30530,원익홀딩스,KQ
8370,원풍,KQ
65950,웰크론,KQ
196700,웹스,KQ
44340,위닉스,KQ
101730,위메이드맥스,KQ
18000,유니슨,KQ
462350,이노스페이스,KQ
344860,이노진,KQ
239340,이스트에이드,KQ
418620,이에이트,KQ
294090,이오플로우,KQ
99750,이지케어텍,KQ
51370,인터플렉스,KQ
39290,인포뱅크,KQ
94820,일진파워,KQ
54950,제이브이엠,KQ
417500,제이아이테크,KQ
452160,제이엔비,KQ
33050,제이엠아이,KQ
89790,제이티,KQ
38010,제일테크노스,KQ
80220,제주반도체,KQ
51980,중앙첨단소재,KQ
263860,지니언스,KQ
303030,지니틱스,KQ
358570,지아이이노베이션,KQ
382800,지앤비에스 에코,KQ
65060,지엔코,KQ
140430,카티스,KQ
263700,케어랩스,KQ
221980,케이디켐,KQ
73010,케이에스피,KQ
225430,케이엠제약,KQ
41960,코미팜,KQ
56360,코위버,KQ
322780,코퍼스코리아,KQ
78940,퀀타피아,KQ
405100,큐알티,KQ
134580,탑코미디어,KQ
475960,토모큐브,KQ
290090,트윔,KQ
26150,특수건설,KQ
131100,티엔엔터테인먼트,KQ
387570,파인메딕스,KQ
131760,파인텍,KQ
32800,판타지오,KQ
119500,포메탈,KQ
331380,포커스에이치엔에스,KQ
472850,폰드그룹,KQ
114630,폴라리스우노,KQ
7330,푸른저축은행,KQ
33790,피노,KQ
137400,피엔티,KQ
128660,피제이메탈,KQ
161580,필옵틱스,KQ
163730,핑거,KQ
160190,하이젠알앤엠,KQ
63570,한국전자금융,KQ
53300,한국정보인증,KQ
464440,한국제13호스팩,KQ
477530,한국제14호스팩,KQ
54040,한국컴퓨터,KQ
30520,한글과컴퓨터,KQ
114810,한솔아이원스,KQ
42520,한스바이오메드,KQ
7770,한일화학,KQ
234340,헥토파이낸셜,KQ
170030,현대공업,KQ
52260,현대바이오랜드,KQ
192410,휴림네트웍스,KQ
200670,휴메딕스,KQ
65510,휴비츠,KQ
84110,휴온스글로벌,KQ
145020,휴젤,KQ
37440,희림,KQ
211270,AP위성,KQ
126600,BGF에코머티리얼즈,KQ
83790,CG인바이츠,KQ
58820,CMG제약,KQ
297890,HB솔루션,KQ
24850,HLB이노베이션,KQ
448760,IBKS제22호스팩,KQ
24840,KBI메탈,KQ
492220,KB제31호스팩,KQ
36670,KCI,KQ
35600,KG이니시스,KQ
417200,LS머트리얼즈,KQ
60250,NHN KCP,KQ
16250,SGC E&C,KQ
473000,SK증권제12호스팩,KQ
32540,TJ미디어,KQ
53950,경남제약,KQ
14570,고려제약,KQ
215000,골프존,KQ
26910,광진실업,KQ
456490,교보14호스팩,KQ
482520,교보16호스팩,KQ
43650,국순당,KQ
407400,꿈비,KQ
247660,나노씨엠에스,KQ
137080,나래나노텍,KQ
242040,나무기술,KQ
138610,나이벡,KQ
95660,네오위즈,KQ
311390,네오크레마,KQ
396270,넥스트칩,KQ
194700,노바렉스,KQ
348340,뉴로메카,KQ
144960,뉴파워프라즈마,KQ
64260,다날,KQ
